,start_time,end_time,wav_file,emotion,val,act,dom
5404,200.1836,205.8492,Ses03F_script01_1_F025,fru,3.0,3.3333,3.3333
5405,207.0261,214.8813,Ses03F_script01_1_F026,fru,2.3333,3.3333,3.3333
5406,214.936,220.5742,Ses03F_script01_1_F027,xxx,2.3333,2.3333,1.6667
5407,220.6525,225.0082,Ses03F_script01_1_F028,fru,2.0,4.0,3.0
5408,225.0355,227.5262,Ses03F_script01_1_F029,fru,2.0,3.6667,3.0
5409,238.5837,242.8534,Ses03F_script01_1_F030,neu,3.0,2.6667,2.3333
5410,244.2492,247.3694,Ses03F_script01_1_F031,neu,2.6667,2.3333,2.0
5411,254.1571,258.2079,Ses03F_script01_1_F032,fru,3.0,3.3333,3.0
5412,260.34,264.6275,Ses03F_script01_1_F033,xxx,2.6667,3.3333,2.6667
5413,278.4343,283.9904,Ses03F_script01_1_F034,fru,2.0,3.3333,3.0
5414,285.3589,290.2581,Ses03F_script01_1_F035,fru,2.0,3.6667,3.0
5415,292.2561,298.1406,Ses03F_script01_1_F036,fru,3.0,3.3333,3.3333
5416,298.9343,304.2988,Ses03F_script01_1_F037,fru,2.0,3.6667,3.6667
5417,316.9711,320.2008,Ses03F_script01_1_F038,fru,2.0,2.0,2.6667
5418,320.255,331.3951,Ses03F_script01_1_F039,fru,2.0,4.3333,3.6667
5419,333.7215,339.8798,Ses03F_script01_1_F040,fru,3.0,3.3333,3.3333
5420,354.6595,357.4786,Ses03F_script01_1_F041,xxx,2.3333,3.0,3.0
5421,361.3378,364.7316,Ses03F_script01_1_F042,xxx,2.3333,3.6667,3.6667
5422,368.2897,374.2837,Ses03F_script01_1_F043,fru,2.3333,4.0,4.0
5423,375.8438,378.4987,Ses03F_script01_1_F044,fru,1.6667,3.6667,3.6667
5424,399.1904,401.7358,Ses03F_script01_1_F045,neu,2.6667,2.3333,2.6667
5425,401.855,404.0125,Ses03F_script01_1_F046,neu,2.3333,2.3333,3.0
5426,406.5803,410.6858,Ses03F_script01_1_F047,fru,2.6667,3.0,3.3333
5427,412.9848,418.8146,Ses03F_script01_1_F048,fru,2.6667,3.3333,3.3333
5428,420.4294,426.7245,Ses03F_script01_1_F049,fru,2.3333,4.3333,3.6667
5429,429.2152,431.8974,Ses03F_script01_1_F050,neu,2.6667,3.0,2.6667
5430,432.1164,435.8935,Ses03F_script01_1_F051,xxx,2.3333,3.3333,3.3333
5431,439.9716,444.4055,Ses03F_script01_1_F052,neu,2.0,2.6667,1.6667
5432,448.511,453.2734,Ses03F_script01_1_F053,neu,2.6667,2.0,1.3333
5433,8.9773,12.3712,Ses03F_script01_1_M000,neu,3.0,2.6667,2.0
5434,15.9019,18.0915,Ses03F_script01_1_M001,neu,3.0,2.0,2.0
5435,19.0221,28.3005,Ses03F_script01_1_M002,neu,3.0,3.0,2.6667
5436,29.3175,35.0335,Ses03F_script01_1_M003,neu,2.6667,2.6667,2.3333
5437,36.0188,41.8486,Ses03F_script01_1_M004,neu,2.6667,2.3333,2.3333
5438,45.0509,48.2806,Ses03F_script01_1_M005,neu,3.0,1.6667,2.3333
5439,55.2873,58.6264,Ses03F_script01_1_M006,neu,2.6667,2.3333,2.0
5440,65.1404,67.7406,Ses03F_script01_1_M007,neu,2.6667,2.6667,2.3333
5441,67.8774,73.4061,Ses03F_script01_1_M008,neu,2.6667,3.0,3.0
5442,75.1852,80.8234,Ses03F_script01_1_M009,neu,2.3333,3.0,3.3333
5443,82.4656,89.2533,Ses03F_script01_1_M010,xxx,2.3333,3.0,3.3333
5444,89.7734,97.555,Ses03F_script01_1_M011,fru,2.3333,3.3333,3.6667
5445,98.5044,101.4877,Ses03F_script01_1_M012,fru,2.6667,3.3333,3.3333
5446,114.5431,122.2615,Ses03F_script01_1_M013,fru,2.0,3.3333,3.3333
5447,131.1841,136.4665,Ses03F_script01_1_M014,fru,2.0,3.0,3.0
5448,144.4585,148.5913,Ses03F_script01_1_M015,fru,3.0,3.0,3.3333
5449,151.1367,155.31,Ses03F_script01_1_M016,neu,3.0,3.0,3.0
5450,155.8717,158.335,Ses03F_script01_1_M017,neu,3.0,2.6667,3.0
5451,161.7563,166.1355,Ses03F_script01_1_M018,neu,4.0,2.6667,2.3333
5452,169.4198,172.5948,Ses03F_script01_1_M019,fru,2.6667,2.6667,2.6667
5453,176.7276,181.3805,Ses03F_script01_1_M020,neu,3.0,3.0,2.6667
5454,182.5574,186.745,Ses03F_script01_1_M021,ang,1.6667,4.0,3.3333
5455,186.7724,193.1475,Ses03F_script01_1_M022,ang,1.6667,4.0,4.0
5456,193.2043,197.4467,Ses03F_script01_1_M023,xxx,2.0,3.3333,3.3333
5457,204.2344,207.902,Ses03F_script01_1_M024,xxx,2.3333,3.3333,4.3333
5458,223.886,227.0883,Ses03F_script01_1_M025,xxx,2.3333,2.6667,1.6667
5459,227.285,239.2132,Ses03F_script01_1_M026,sad,1.6667,2.6667,2.3333
5460,241.4301,244.2766,Ses03F_script01_1_M027,ang,2.0,3.6667,3.6667
5461,251.2833,255.3614,Ses03F_script01_1_M028,neu,3.0,3.0,2.3333
5462,257.4963,260.8175,Ses03F_script01_1_M029,neu,2.3333,2.0,2.0
5463,264.14,270.7175,Ses03F_script01_1_M030,neu,2.6667,2.6667,2.3333
5464,270.7975,276.285,Ses03F_script01_1_M031,neu,2.3333,3.0,2.6667
5465,276.3542,279.3101,Ses03F_script01_1_M032,fru,2.3333,3.3333,4.0
5466,283.1693,286.4537,Ses03F_script01_1_M033,fru,2.3333,3.3333,2.3333
5467,288.7527,292.4203,Ses03F_script01_1_M034,neu,3.0,3.0,3.0
5468,298.168,301.0418,Ses03F_script01_1_M035,fru,2.0,2.6667,2.3333
5469,303.7514,307.638,Ses03F_script01_1_M036,neu,2.3333,2.6667,2.0
5470,307.8569,318.8596,Ses03F_script01_1_M037,fru,2.6667,3.3333,3.6667
5471,330.0813,333.4478,Ses03F_script01_1_M038,fru,2.0,2.3333,2.0
5472,339.1134,342.7526,Ses03F_script01_1_M039,fru,2.6667,2.0,3.3333
5473,342.78,351.2383,Ses03F_script01_1_M040,xxx,2.3333,2.3333,2.3333
5474,351.3204,355.1795,Ses03F_script01_1_M041,neu,2.6667,2.3333,3.3333
5475,356.9038,362.98,Ses03F_script01_1_M042,neu,3.0,2.3333,3.3333
5476,364.5674,369.0014,Ses03F_script01_1_M043,xxx,2.3333,2.6667,3.0
5477,372.8605,376.8292,Ses03F_script01_1_M044,fru,2.3333,3.6667,4.0
5478,377.8966,393.3475,Ses03F_script01_1_M045,ang,2.0,4.0,4.0
5479,393.4153,396.3876,Ses03F_script01_1_M046,ang,2.6667,3.6667,4.0
5480,396.415,399.4641,Ses03F_script01_1_M047,neu,3.0,3.0,2.6667
5481,403.4327,407.4835,Ses03F_script01_1_M048,neu,3.0,2.6667,3.3333
5482,410.2205,413.9975,Ses03F_script01_1_M049,neu,3.0,2.0,2.3333
5483,418.8694,422.099,Ses03F_script01_1_M050,neu,3.0,3.0,2.0
5484,425.2466,429.5163,Ses03F_script01_1_M051,fru,2.0,3.3333,3.3333
5485,434.9629,438.9589,Ses03F_script01_1_M052,neu,2.6667,2.3333,2.6667
5486,443.4749,449.0858,Ses03F_script01_1_M053,neu,3.3333,2.0,3.0
5487,13.8388,16.61,Ses03F_script03_2_F000,xxx,3.5,3.0,3.5
5488,19.97,23.82,Ses03F_script03_2_F001,xxx,3.0,3.5,4.0
5489,28.21,32.86,Ses03F_script03_2_F002,xxx,2.0,3.5,4.0
5490,35.07,40.52,Ses03F_script03_2_F003,xxx,2.5,3.5,4.0
5491,45.39,48.8425,Ses03F_script03_2_F004,neu,2.5,3.5,4.0
5492,50.59,52.065,Ses03F_script03_2_F005,xxx,2.5,3.5,3.5
5493,52.65,55.9025,Ses03F_script03_2_F006,xxx,2.5,4.5,4.0
5494,56.705,61.09,Ses03F_script03_2_F007,xxx,2.5,3.5,4.5
5495,63.8825,66.31,Ses03F_script03_2_F008,neu,2.5,3.0,3.5
5496,75.4,78.3725,Ses03F_script03_2_F009,xxx,2.0,4.0,4.0
5497,84.785,86.165,Ses03F_script03_2_F010,xxx,2.0,2.0,2.5
5498,87.8625,91.2,Ses03F_script03_2_F011,xxx,2.0,3.0,3.5
5499,93.79,98.04,Ses03F_script03_2_F012,xxx,2.0,3.5,4.0
5500,103.8975,106.04,Ses03F_script03_2_F013,neu,2.0,3.5,3.5
5501,109.57,111.47,Ses03F_script03_2_F014,ang,2.0,2.5,4.0
5502,112.24,113.62,Ses03F_script03_2_F015,ang,1.5,3.0,4.5
5503,120.31,124.67,Ses03F_script03_2_F016,xxx,3.0,2.5,3.5
5504,127.4075,132.95,Ses03F_script03_2_F017,neu,3.0,3.0,3.5
5505,137.0025,138.42,Ses03F_script03_2_F018,ang,2.0,2.5,3.5
5506,138.8625,142.25,Ses03F_script03_2_F019,xxx,2.0,3.5,4.0
5507,150.31,153.92,Ses03F_script03_2_F020,xxx,3.0,3.0,4.0
5508,155.94,158.4625,Ses03F_script03_2_F021,fru,1.5,3.0,4.5
5509,161.8585,163.32,Ses03F_script03_2_F022,fru,1.5,3.5,5.0
5510,163.67,170.02,Ses03F_script03_2_F023,ang,1.0,4.5,5.0
5511,177.9925,180.95,Ses03F_script03_2_F024,xxx,4.0,2.5,3.5
5512,184.93,187.5075,Ses03F_script03_2_F025,fru,1.5,2.5,4.5
5513,194.32,198.11,Ses03F_script03_2_F026,ang,1.5,4.0,4.5
5514,198.9675,200.97,Ses03F_script03_2_F027,fru,2.0,2.5,4.0
5515,207.145,212.2362,Ses03F_script03_2_F028,xxx,2.0,3.5,4.5
5516,214.65,218.5425,Ses03F_script03_2_F029,fru,1.5,3.5,4.5
5517,221.9,225.8411,Ses03F_script03_2_F030,fru,2.0,3.0,4.0
5518,235.96,237.95,Ses03F_script03_2_F031,xxx,3.0,2.0,3.0
5519,240.88,245.46,Ses03F_script03_2_F032,xxx,2.0,3.0,4.5
5520,247.035,248.98,Ses03F_script03_2_F033,xxx,2.0,2.5,3.5
5521,250.8575,253.31,Ses03F_script03_2_F034,xxx,2.5,2.5,3.5
5522,254.4,256.8,Ses03F_script03_2_F035,ang,2.0,3.5,3.5
5523,261.465,268.54,Ses03F_script03_2_F036,xxx,2.0,3.0,4.0
5524,272.9175,276.565,Ses03F_script03_2_F037,ang,1.5,3.5,4.5
5525,278.88,285.51,Ses03F_script03_2_F038,ang,1.5,4.5,4.5
5526,286.71,292.27,Ses03F_script03_2_F039,ang,1.0,4.5,5.0
5527,298.23,302.63,Ses03F_script03_2_F040,ang,1.5,3.5,4.5
5528,304.4437,306.0,Ses03F_script03_2_F041,ang,1.5,3.0,4.0
5529,306.0,316.74,Ses03F_script03_2_F042,ang,1.0,4.5,5.0
5530,327.175,331.1,Ses03F_script03_2_F043,ang,1.0,3.5,5.0
5531,9.3056,14.39,Ses03F_script03_2_M000,ang,3.5,3.0,3.5
5532,16.5,20.46,Ses03F_script03_2_M001,ang,2.5,3.5,3.5
5533,23.21,28.9,Ses03F_script03_2_M002,ang,2.5,2.5,4.0
5534,32.19,35.72,Ses03F_script03_2_M003,xxx,2.5,3.5,3.5
5535,42.38,45.52,Ses03F_script03_2_M004,xxx,2.0,2.5,3.5
5536,48.425,51.1,Ses03F_script03_2_M005,ang,2.0,3.0,4.0
5537,51.59,53.3,Ses03F_script03_2_M006,xxx,2.0,3.5,4.5
5538,55.415,57.2475,Ses03F_script03_2_M007,ang,2.0,3.0,4.0
5539,60.685,64.375,Ses03F_script03_2_M008,ang,2.0,3.0,3.5
5540,73.02,75.72,Ses03F_script03_2_M009,neu,3.5,3.0,3.0
5541,79.99,85.21,Ses03F_script03_2_M010,neu,4.0,2.5,3.0
5542,86.15,88.44,Ses03F_script03_2_M011,neu,3.0,3.5,3.0
5543,90.7625,94.295,Ses03F_script03_2_M012,neu,3.0,3.5,3.0
5544,97.44,104.335,Ses03F_script03_2_M013,xxx,2.5,3.0,4.5
5545,105.47,110.34,Ses03F_script03_2_M014,ang,2.0,3.0,4.5
5546,110.9875,112.62,Ses03F_script03_2_M015,ang,2.0,3.0,4.5
5547,113.9625,115.085,Ses03F_script03_2_M016,ang,2.5,2.5,3.0
5548,118.235,120.465,Ses03F_script03_2_M017,ang,4.0,2.5,3.0
5549,124.34,128.03,Ses03F_script03_2_M018,xxx,3.0,2.5,3.0
5550,133.39,136.365,Ses03F_script03_2_M019,xxx,3.0,3.5,3.5
5551,137.92,139.31,Ses03F_script03_2_M020,ang,3.0,3.5,3.0
5552,145.63,150.93,Ses03F_script03_2_M021,xxx,2.5,3.5,3.5
5553,153.185,156.3475,Ses03F_script03_2_M022,xxx,2.0,3.5,4.5
5554,157.8075,162.2025,Ses03F_script03_2_M023,xxx,2.0,3.0,4.5
5555,162.94,164.12,Ses03F_script03_2_M024,ang,2.0,3.5,4.5
5556,170.73,173.07,Ses03F_script03_2_M025,xxx,2.0,2.5,2.5
5557,174.1875,178.87,Ses03F_script03_2_M026,ang,3.0,2.5,4.5
5558,180.64,185.3875,Ses03F_script03_2_M027,ang,3.5,3.0,4.0
5559,187.0375,194.73,Ses03F_script03_2_M028,ang,3.0,3.0,4.0
5560,197.3075,199.69,Ses03F_script03_2_M029,ang,1.5,3.5,4.5
5561,200.52,207.58,Ses03F_script03_2_M030,ang,1.5,3.5,4.5
5562,211.23,222.0875,Ses03F_script03_2_M031,xxx,2.0,3.5,4.5
5563,232.41,235.63,Ses03F_script03_2_M032,xxx,3.0,2.5,3.5
5564,238.0575,241.35,Ses03F_script03_2_M033,xxx,2.5,2.5,3.5
5565,244.78,247.4375,Ses03F_script03_2_M034,ang,2.5,2.5,3.0
5566,248.98,251.3625,Ses03F_script03_2_M035,neu,2.0,2.5,3.5
5567,252.0725,254.09,Ses03F_script03_2_M036,xxx,2.0,3.0,4.0
5568,260.03,261.875,Ses03F_script03_2_M037,xxx,2.0,2.5,3.5
5569,271.2375,272.7375,Ses03F_script03_2_M038,ang,2.0,2.5,3.0
5570,276.0875,279.99,Ses03F_script03_2_M039,ang,1.5,3.0,4.0
5571,284.8575,287.35,Ses03F_script03_2_M040,ang,2.0,3.5,3.5
5572,291.3775,298.7125,Ses03F_script03_2_M041,ang,1.5,4.0,4.5
5573,302.325,307.6675,Ses03F_script03_2_M042,ang,2.0,3.5,4.5
5574,312.0055,316.63,Ses03F_script03_2_M043,ang,1.0,4.5,5.0
5575,316.63,327.67,Ses03F_script03_2_M044,ang,1.5,4.5,5.0
5576,8.344,12.1707,Ses03F_impro06_F000,sad,2.5,2.0,2.5
5577,13.5951,16.7102,Ses03F_impro06_F001,sad,2.5,2.5,2.5
5578,19.1355,23.5856,Ses03F_impro06_F002,sad,2.5,2.5,3.0
5579,25.4324,31.1063,Ses03F_impro06_F003,sad,2.0,3.0,3.0
5580,31.2621,34.7999,Ses03F_impro06_F004,sad,2.0,3.0,3.0
5581,34.8667,43.5889,Ses03F_impro06_F005,sad,2.0,3.0,3.0
5582,43.8114,47.4382,Ses03F_impro06_F006,sad,2.0,1.5,3.0
5583,54.3359,57.1617,Ses03F_impro06_F007,sad,2.5,2.0,3.0
5584,57.3397,60.0098,Ses03F_impro06_F008,sad,4.0,2.5,3.0
5585,60.0766,63.3252,Ses03F_impro06_F009,sad,4.0,3.5,3.0
5586,63.7924,73.8052,Ses03F_impro06_F010,sad,2.5,2.5,3.5
5587,74.5172,79.0786,Ses03F_impro06_F011,sad,2.5,2.0,3.0
5588,79.2343,83.0392,Ses03F_impro06_F012,sad,2.0,1.5,3.0
5589,83.5509,88.7576,Ses03F_impro06_F013,sad,1.5,2.5,3.5
5590,92.0507,98.9038,Ses03F_impro06_F014,sad,1.5,2.5,4.5
5591,103.888,108.8276,Ses03F_impro06_F015,sad,2.5,2.5,3.5
5592,109.2504,113.9007,Ses03F_impro06_F016,sad,2.0,3.0,3.5
5593,114.101,116.9491,Ses03F_impro06_F017,sad,2.5,2.0,3.0
5594,117.2161,120.205,Ses03F_impro06_F018,sad,2.5,2.5,2.5
5595,121.6439,124.8925,Ses03F_impro06_F019,sad,2.0,1.5,3.0
5596,125.1595,134.2823,Ses03F_impro06_F020,sad,1.5,2.5,3.5
5597,136.4628,142.2035,Ses03F_impro06_F021,sad,2.0,2.5,3.5
5598,142.3,146.8761,Ses03F_impro06_F022,sad,1.5,3.0,3.5
5599,150.4584,155.9098,Ses03F_impro06_F023,sad,2.0,2.5,3.0
5600,156.9111,160.2264,Ses03F_impro06_F024,sad,2.5,2.0,3.0
5601,160.5379,169.9277,Ses03F_impro06_F025,sad,1.5,2.5,3.0
5602,172.2418,178.1159,Ses03F_impro06_F026,sad,1.5,2.5,3.0
5603,179.1172,182.7663,Ses03F_impro06_F027,sad,3.5,3.0,2.5
5604,182.8998,187.0829,Ses03F_impro06_F028,sad,3.0,3.0,3.0
5605,190.287,197.7854,Ses03F_impro06_F029,sad,1.5,3.0,3.0
5606,198.0302,200.8115,Ses03F_impro06_F030,sad,2.0,2.0,3.0
5607,209.022,213.0716,Ses03F_impro06_F031,sad,2.0,2.0,3.0
5608,215.2521,217.0099,Ses03F_impro06_F032,sad,2.5,2.0,2.5
5609,218.701,222.7061,Ses03F_impro06_F033,sad,2.5,2.5,3.5
5610,224.5529,229.893,Ses03F_impro06_F034,sad,2.0,2.0,3.5
5611,230.1155,232.8746,Ses03F_impro06_F035,sad,1.5,1.5,3.5
5612,5.7363,8.15,Ses03F_impro06_M000,neu,3.0,2.0,2.0
5613,15.9759,19.0242,Ses03F_impro06_M001,neu,2.5,2.0,2.5
5614,48.6398,55.4484,Ses03F_impro06_M002,sad,2.5,1.5,3.0
5615,88.2236,91.1829,Ses03F_impro06_M003,neu,2.5,1.5,2.5
5616,97.6356,100.7729,Ses03F_impro06_M004,sad,2.5,3.0,3.0
5617,101.1289,105.2675,Ses03F_impro06_M005,sad,1.5,2.5,3.0
5618,119.5746,122.4005,Ses03F_impro06_M006,sad,3.0,2.5,3.0
5619,146.8316,150.3027,Ses03F_impro06_M007,sad,2.5,1.5,2.5
5620,177.3594,179.807,Ses03F_impro06_M008,sad,3.0,1.5,2.5
5621,187.4166,190.7575,Ses03F_impro06_M009,sad,2.5,2.0,3.0
5622,200.0327,202.4358,Ses03F_impro06_M010,sad,2.0,2.5,3.0
5623,202.6138,208.2432,Ses03F_impro06_M011,sad,2.5,2.5,3.0
5624,212.9381,216.1422,Ses03F_impro06_M012,sad,2.5,2.0,3.0
5625,216.6984,219.4797,Ses03F_impro06_M013,sad,2.5,2.5,3.5
5626,222.2611,225.2871,Ses03F_impro06_M014,sad,2.0,2.0,2.0
5627,232.1626,234.5211,Ses03F_impro06_M015,sad,2.5,2.5,3.5
5628,234.6991,238.5485,Ses03F_impro06_M016,sad,2.5,2.0,3.5
5629,33.015,35.3238,Ses03M_script02_1_F000,xxx,2.5,2.5,3.0
5630,55.6737,57.3558,Ses03M_script02_1_F001,xxx,2.0,3.0,3.5
5631,60.555,63.12,Ses03M_script02_1_F002,xxx,2.0,3.5,3.5
5632,64.3645,66.6875,Ses03M_script02_1_F003,xxx,2.0,3.5,3.5
5633,67.6132,73.3356,Ses03M_script02_1_F004,xxx,1.5,4.0,4.0
5634,93.2403,95.2027,Ses03M_script02_1_F005,neu,3.0,3.5,3.0
5635,131.5159,134.5338,Ses03M_script02_1_F006,xxx,2.5,2.5,3.0
5636,136.6446,139.915,Ses03M_script02_1_F007,fru,1.5,3.0,4.0
5637,147.1494,149.465,Ses03M_script02_1_F008,fru,1.5,3.5,3.5
5638,149.8869,152.0308,Ses03M_script02_1_F009,fru,2.0,3.5,4.0
5639,152.7025,154.1375,Ses03M_script02_1_F010,xxx,1.5,4.0,4.0
5640,161.3075,163.265,Ses03M_script02_1_F011,xxx,3.0,3.0,3.0
5641,164.0197,167.1036,Ses03M_script02_1_F012,xxx,1.5,3.0,3.5
5642,180.1315,188.05,Ses03M_script02_1_F013,fru,1.5,4.0,4.5
5643,205.0824,213.5093,Ses03M_script02_1_F014,xxx,1.5,4.5,4.5
5644,214.3998,216.6756,Ses03M_script02_1_F015,fru,1.5,3.5,4.0
5645,233.7108,235.9866,Ses03M_script02_1_F016,neu,2.0,3.0,3.5
5646,236.4483,238.048,Ses03M_script02_1_F017,xxx,2.0,2.5,4.0
5647,250.1029,259.775,Ses03M_script02_1_F018,fru,2.0,4.0,4.5
5648,261.6796,264.4501,Ses03M_script02_1_F019,fru,2.0,3.5,4.5
5649,340.6551,342.8649,Ses03M_script02_1_F020,xxx,3.0,2.5,3.5
5650,345.1901,347.2021,Ses03M_script02_1_F021,xxx,3.5,2.0,3.0
5651,348.7522,351.3743,Ses03M_script02_1_F022,xxx,2.0,2.0,3.0
5652,8.0641,17.6619,Ses03M_script02_1_M000,exc,4.0,3.5,4.5
5653,17.8103,22.9225,Ses03M_script02_1_M001,exc,4.5,3.5,4.5
5654,23.3513,33.6747,Ses03M_script02_1_M002,exc,4.0,2.5,3.5
5655,34.895,42.6458,Ses03M_script02_1_M003,exc,4.5,3.5,4.5
5656,42.68,48.7125,Ses03M_script02_1_M004,exc,3.5,3.5,3.5
5657,48.7575,56.05,Ses03M_script02_1_M005,exc,3.5,4.5,4.0
5658,56.8281,60.9975,Ses03M_script02_1_M006,xxx,2.5,2.5,3.0
5659,62.3691,64.9087,Ses03M_script02_1_M007,xxx,4.0,3.0,3.0
5660,66.2444,67.976,Ses03M_script02_1_M008,xxx,2.5,2.5,2.5
5661,72.9893,81.0725,Ses03M_script02_1_M009,xxx,2.5,4.0,4.0
5662,81.095,87.4189,Ses03M_script02_1_M010,xxx,3.5,4.0,3.5
5663,87.4849,93.8225,Ses03M_script02_1_M011,xxx,3.0,2.0,3.5
5664,94.9553,98.7812,Ses03M_script02_1_M012,xxx,2.5,3.0,3.0
5665,99.0616,105.0478,Ses03M_script02_1_M013,xxx,2.0,3.0,4.0
5666,105.1303,113.013,Ses03M_script02_1_M014,exc,3.0,3.5,4.0
5667,113.1449,125.1669,Ses03M_script02_1_M015,exc,4.5,4.0,4.5
5668,125.2328,131.0047,Ses03M_script02_1_M016,exc,4.0,3.0,4.0
5669,134.2864,137.1559,Ses03M_script02_1_M017,neu,3.0,3.5,3.0
5670,139.4316,147.5122,Ses03M_script02_1_M018,xxx,1.5,4.0,4.5
5671,149.1448,150.6455,Ses03M_script02_1_M019,xxx,2.5,3.5,3.0
5672,151.2887,159.4875,Ses03M_script02_1_M020,fru,2.0,4.0,4.5
5673,159.545,161.3675,Ses03M_script02_1_M021,xxx,2.0,3.5,4.0
5674,162.8159,164.5969,Ses03M_script02_1_M022,xxx,2.0,3.0,4.0
5675,166.4109,180.6592,Ses03M_script02_1_M023,exc,2.0,4.0,4.5
5676,187.1896,199.3435,Ses03M_script02_1_M024,exc,2.5,4.0,4.5
5677,199.393,205.6761,Ses03M_script02_1_M025,exc,3.5,3.5,4.5
5678,212.7177,214.9575,Ses03M_script02_1_M026,exc,1.5,3.0,4.0
5679,216.3952,231.0393,Ses03M_script02_1_M027,exc,2.0,4.0,4.5
5680,231.0887,234.2715,Ses03M_script02_1_M028,xxx,2.5,2.5,3.0
5681,235.3599,236.7225,Ses03M_script02_1_M029,xxx,2.0,3.0,2.5
5682,237.5038,243.27,Ses03M_script02_1_M030,xxx,2.0,3.5,4.0
5683,243.3125,250.1194,Ses03M_script02_1_M031,xxx,2.0,3.5,4.0
5684,259.14,262.205,Ses03M_script02_1_M032,xxx,2.0,3.0,3.0
5685,263.609,271.7061,Ses03M_script02_1_M033,fru,2.0,4.0,4.5
5686,271.7625,274.92,Ses03M_script02_1_M034,exc,3.0,3.0,2.5
5687,274.9879,280.5948,Ses03M_script02_1_M035,exc,4.0,4.0,4.0
5688,280.6575,286.5775,Ses03M_script02_1_M036,exc,3.0,4.0,4.5
5689,286.615,299.105,Ses03M_script02_1_M037,exc,3.0,4.0,4.5
5690,299.165,317.5925,Ses03M_script02_1_M038,exc,3.5,5.0,5.0
5691,317.65,328.855,Ses03M_script02_1_M039,exc,3.5,4.0,4.5
5692,328.91,335.675,Ses03M_script02_1_M040,exc,3.0,3.5,4.5
5693,335.7475,341.12,Ses03M_script02_1_M041,exc,4.5,4.5,4.5
5694,342.2218,345.53,Ses03M_script02_1_M042,exc,3.0,3.5,3.0
5695,346.5589,349.3624,Ses03M_script02_1_M043,exc,3.5,3.5,3.5
5696,351.0115,353.0475,Ses03M_script02_1_M044,fru,2.5,3.0,3.5
5697,7.63,9.54,Ses03F_impro02_F000,neu,4.0,2.5,1.0
5698,12.19,13.21,Ses03F_impro02_F001,neu,3.5,2.0,1.0
5699,13.86,15.4425,Ses03F_impro02_F002,xxx,3.0,1.5,1.0
5700,16.235,25.71,Ses03F_impro02_F003,xxx,3.5,3.0,1.0
5701,28.8225,30.34,Ses03F_impro02_F004,xxx,3.0,2.5,1.5
5702,31.46,32.595,Ses03F_impro02_F005,exc,4.0,2.0,1.0
5703,32.7525,44.415,Ses03F_impro02_F006,xxx,3.0,2.0,1.5
5704,45.3025,50.76,Ses03F_impro02_F007,exc,3.0,3.0,1.5
5705,51.31,64.64,Ses03F_impro02_F008,sad,2.5,2.0,1.5
5706,64.76,74.8875,Ses03F_impro02_F009,xxx,2.5,2.5,1.5
5707,75.09,76.91,Ses03F_impro02_F010,sad,3.0,2.5,1.5
5708,77.0475,81.45,Ses03F_impro02_F011,sad,2.5,2.0,1.5
5709,82.89,83.89,Ses03F_impro02_F012,sad,2.0,1.5,1.0
5710,86.3275,91.14,Ses03F_impro02_F013,xxx,2.5,2.5,1.5
5711,93.28,95.975,Ses03F_impro02_F014,fru,2.5,3.0,2.5
5712,99.015,100.88,Ses03F_impro02_F015,sad,2.5,2.0,1.5
5713,102.3075,109.18,Ses03F_impro02_F016,fru,2.5,3.0,2.0
5714,109.23,113.5,Ses03F_impro02_F017,fru,2.0,3.5,2.0
5715,118.4,122.1275,Ses03F_impro02_F018,sad,2.0,3.0,2.5
5716,124.1475,128.2825,Ses03F_impro02_F019,sad,2.0,2.0,1.5
5717,131.16,134.95,Ses03F_impro02_F020,sad,1.5,2.0,1.5
5718,134.99,141.61,Ses03F_impro02_F021,sad,2.0,3.5,1.5
5719,147.82,154.1975,Ses03F_impro02_F022,fru,2.0,3.5,2.5
5720,156.325,158.6525,Ses03F_impro02_F023,sad,2.0,3.0,1.5
5721,161.285,165.745,Ses03F_impro02_F024,sad,2.0,3.5,2.5
5722,169.3125,171.28,Ses03F_impro02_F025,sad,1.5,2.0,2.0
5723,171.9575,174.2475,Ses03F_impro02_F026,sad,1.5,1.5,1.5
5724,176.035,181.5675,Ses03F_impro02_F027,sad,2.0,3.0,2.0
5725,186.67,189.005,Ses03F_impro02_F028,sad,2.0,2.0,1.5
5726,196.32,204.935,Ses03F_impro02_F029,sad,1.5,2.5,1.5
5727,209.8721,214.66,Ses03F_impro02_F030,xxx,1.5,2.5,2.0
5728,214.72,219.055,Ses03F_impro02_F031,sad,3.5,2.5,3.0
5729,219.5625,221.0025,Ses03F_impro02_F032,sad,2.0,2.5,1.0
5730,231.8125,236.48,Ses03F_impro02_F033,xxx,2.0,2.5,2.0
5731,236.69,239.74,Ses03F_impro02_F034,sad,3.0,3.5,2.0
5732,239.8,243.3049,Ses03F_impro02_F035,sad,3.0,3.5,2.0
5733,255.8325,262.105,Ses03F_impro02_F036,sad,1.5,2.0,1.5
5734,269.1575,276.73,Ses03F_impro02_F037,sad,2.0,2.5,1.5
5735,282.34,285.07,Ses03F_impro02_F038,sad,1.5,2.5,1.5
5736,285.8625,289.3775,Ses03F_impro02_F039,sad,1.5,2.0,2.0
5737,293.59,295.175,Ses03F_impro02_F040,sad,2.0,3.0,1.5
5738,296.975,303.925,Ses03F_impro02_F041,sad,1.5,2.0,1.5
